dt;temp;dew_point;feels_like;humidity;wind_speed;wind_deg
1420261200;26.36;24.21;26.36;88;0;0
1420264800;26.22;23.10;26.22;83;0;0
1420268400;26.07;22.96;26.07;83;0;0
1420272000;25.90;23.76;26.84;88;0;0
1420275600;25.82;23.68;26.76;88;0;0
1420279200;25.87;22.76;26.68;83;0;0
1420282800;25.62;23.48;26.54;88;0;0
1420286400;25.69;23.55;26.61;88;0;0
1420290000;26.32;23.79;26.32;86;5;0
1420293600;27.98;23.13;31.31;75;21;320
1420297200;29.22;22.94;33.02;69;36;40
1420300800;29.89;21.55;32.82;61;41;50
1420304400;30.79;20.11;32.86;53;62;50
1420308000;31.28;18.96;32.68;48;72;20
1420311600;31.56;18.88;32.94;47;72;30
1420315200;31.34;20.31;33.62;52;51;30
1420318800;31.40;20.05;33.51;51;51;20
1420322400;30.06;20.89;32.55;58;57;330
1420326000;29.64;21.32;32.34;61;31;330
1420329600;28.71;22.70;32.10;70;51;320
1420333200;28.08;23.01;31.39;74;31;310
1420336800;27.66;22.83;30.62;75;51;320
1420340400;27.38;22.56;30.04;75;46;310
1420344000;27.03;22.00;29.25;74;0;0
1420347600;26.90;21.87;29.01;74;0;0
1420351200;26.68;21.66;28.61;74;0;0
1420354800;26.39;22.24;26.39;78;0;0
1420358400;26.06;23.92;26.06;88;0;0
1420362000;26.02;23.88;26.02;88;0;0
1420365600;26.10;22.99;26.10;83;0;0
1420369200;25.86;23.72;26.80;88;0;0
1420372800;25.83;23.69;26.77;88;0;0
1420376400;26.37;23.84;26.37;86;36;330
1420380000;27.94;23.75;31.65;78;31;330
1420383600;29.29;22.03;32.41;65;36;330
1420387200;29.86;21.79;32.96;62;41;50
1420390800;30.37;21.18;33.13;58;41;340
1420394400;30.54;22.16;34.12;61;62;30
1420398000;31.10;20.99;33.85;55;62;30
1420401600;31.12;20.71;33.67;54;51;330
1420405200;30.56;21.07;33.27;57;57;320
1420408800;29.53;21.48;32.32;62;51;330
1420412400;28.93;21.94;31.87;66;46;330
1420416000;28.28;22.05;31.07;69;26;330
1420419600;27.65;23.25;30.85;77;36;320
1420423200;27.40;23.01;30.30;77;31;330
1420426800;26.73;23.20;29.23;81;21;310
1420430400;26.57;24.23;26.57;87;434;346
1420434000;26.41;23.29;26.41;83;0;0
1420437600;26.20;24.05;26.20;88;0;0
1420441200;26.15;23.03;26.15;83;0;0
1420444800;26.06;22.95;26.06;83;0;0
1420448400;26.09;22.98;26.09;83;0;0
1420452000;25.87;22.76;26.68;83;0;0
1420455600;25.77;23.25;26.65;86;26;330
1420459200;25.96;23.05;25.96;84;15;330
1420462800;26.44;23.32;26.44;83;15;320
1420466400;27.91;21.70;30.37;69;36;340
1420470000;29.01;21.25;31.53;63;41;20
1420473600;29.65;20.79;32.00;59;51;40
1420477200;30.18;20.72;32.57;57;62;10
1420480800;30.61;20.54;32.95;55;72;360
1420484400;30.67;20.60;33.06;55;62;10
1420488000;30.64;19.97;32.60;53;51;20
1420491600;30.11;20.37;32.26;56;51;20
1420495200;29.14;20.31;31.11;59;62;320
1420498800;28.59;20.60;30.63;62;31;330
1420502400;27.74;20.56;29.60;65;26;320
1420506000;27.30;21.58;29.47;71;21;330
1420509600;27.01;21.98;29.22;74;0;0
1420513200;26.53;21.29;26.53;73;0;0
1420516800;26.59;19.47;26.59;65;0;0
1420520400;26.60;20.45;26.60;69;0;0
1420524000;26.67;20.51;28.25;69;0;0
1420527600;26.68;20.52;28.26;69;0;0
1420531200;26.40;21.39;26.40;74;0;0
1420534800;26.28;21.28;26.28;74;0;0
1420538400;25.65;22.55;26.44;83;0;0
1420542000;25.69;21.98;26.40;80;26;340
1420545600;25.46;22.36;26.23;83;26;40
1420549200;26.11;21.76;26.11;77;26;10
1420552800;27.63;22.35;30.32;73;46;30
1420556400;28.97;21.98;31.95;66;72;30
1420560000;29.63;20.49;31.79;58;51;350
1420563600;30.23;20.19;32.28;55;62;50
1420567200;30.62;19.95;32.57;53;72;20
1420570800;30.67;19.38;32.27;51;62;30
1420574400;30.49;19.21;31.97;51;77;30
1420578000;30.39;19.12;31.81;51;62;360
1420581600;29.44;19.75;31.13;56;51;10
1420585200;28.56;20.57;30.58;62;57;330
1420588800;27.86;20.42;29.68;64;36;40
1420592400;27.35;20.19;28.98;65;31;310
1420596000;26.76;21.29;28.60;72;26;330
1420599600;26.55;21.09;26.55;72;15;330
1420603200;26.35;21.34;26.35;74;0;0
1420606800;26.28;21.28;26.28;74;0;0
1420610400;26.21;21.21;26.21;74;0;0
1420614000;25.97;21.84;25.97;78;0;0
1420617600;25.74;22.63;26.54;83;0;0
1420621200;25.76;21.63;26.43;78;0;0
1420624800;25.42;22.32;26.18;83;0;0
1420628400;25.04;22.53;25.85;86;5;0
1420632000;25.07;22.56;25.88;86;15;330
1420635600;25.78;21.65;26.45;78;26;330
1420639200;27.09;21.38;29.10;71;31;320
1420642800;28.71;20.97;30.99;63;46;330
1420646400;29.22;21.19;31.74;62;51;20
1420650000;29.94;20.50;32.15;57;51;320
1420653600;29.97;20.53;32.20;57;67;340
1420657200;30.17;20.13;32.18;55;77;310
1420660800;30.04;20.87;32.51;58;51;320
1420664400;29.71;20.57;31.92;58;62;320
1420668000;28.96;19.87;30.67;58;77;320
1420671600;28.33;21.12;30.60;65;77;350
1420675200;27.48;21.75;29.80;71;41;320
1420678800;27.10;22.07;29.39;74;26;330
1420682400;26.74;22.37;28.94;77;26;330
1420686000;26.57;22.21;26.57;77;41;330
1420689600;26.58;21.57;26.58;74;0;0
1420693200;26.57;20.42;26.57;69;0;0
1420696800;26.19;21.19;26.19;74;0;0
1420700400;26.12;21.12;26.12;74;0;0
1420704000;26.06;21.06;26.06;74;0;0
1420707600;26.05;21.05;26.05;74;0;0
1420711200;25.77;22.86;26.60;84;521;357
1420714800;25.69;22.18;26.43;81;31;330
1420718400;25.76;22.05;26.48;80;21;330
1420722000;26.19;21.41;26.19;75;26;320
1420725600;27.54;20.62;29.38;66;36;340
1420729200;28.75;19.39;30.20;57;51;90
1420732800;29.46;19.48;31.01;55;62;60
1420736400;29.71;19.71;31.41;55;62;10
1420740000;29.83;19.22;31.27;53;72;40
1420743600;29.69;19.39;31.21;54;62;50
1420747200;29.70;18.80;30.91;52;77;60
1420750800;29.27;19.00;30.57;54;103;360
1420754400;28.56;19.49;30.05;58;62;50
1420758000;27.97;19.22;29.30;59;41;40
1420761600;27.52;19.33;28.86;61;41;310
1420765200;26.91;19.78;28.32;65;26;330
1420768800;26.56;20.64;26.56;70;31;320
1420772400;26.43;21.20;26.43;73;41;320
1420776000;26.44;19.33;26.44;65;31;30
1420779600;26.41;19.30;26.41;65;0;0
1420783200;26.28;19.18;26.28;65;0;0
1420786800;26.26;19.16;26.26;65;0;0
1420790400;26.03;19.90;26.03;69;0;0
1420794000;25.96;19.84;25.96;69;0;0
1420797600;25.80;20.59;26.34;73;0;0
1420801200;25.84;21.29;26.46;76;26;310
1420804800;25.82;21.69;26.49;78;26;320
1420808400;26.18;21.83;26.18;77;26;330
1420812000;27.50;20.58;29.31;66;31;330
1420815600;28.53;20.80;30.67;63;62;10
1420819200;29.26;19.58;30.85;56;51;260
1420822800;29.75;19.74;31.47;55;62;340
1420826400;29.80;19.49;31.39;54;67;360
1420830000;30.09;19.16;31.51;52;51;80
1420833600;29.40;20.28;31.39;58;51;20
1420837200;28.92;19.83;30.61;58;62;320
1420840800;28.42;20.44;30.35;62;62;320
1420844400;28.04;20.08;29.74;62;41;230
1420848000;27.24;22.20;29.66;74;26;340
1420851600;26.83;22.67;29.20;78;21;330
1420855200;26.71;22.55;28.96;78;1;0
1420858800;26.52;22.37;26.52;78;1;0
1420862400;26.51;20.36;26.51;69;0;0
1420866000;26.31;21.31;26.31;74;0;0
1420869600;26.18;21.18;26.18;74;0;0
1420873200;26.12;23.40;26.12;85;531;351
1420876800;26.14;21.14;26.14;74;0;0
1420880400;26.13;21.13;26.13;74;0;0
1420884000;25.87;20.88;26.44;74;0;0
1420887600;25.75;22.04;26.47;80;21;330
1420891200;25.63;22.13;26.36;81;21;330
1420894800;26.23;21.45;26.23;75;26;330
1420898400;26.79;21.77;28.81;74;26;320
1420902000;28.41;21.20;30.74;65;72;350
1420905600;29.12;20.01;30.93;58;62;340
1420909200;29.61;19.90;31.41;56;67;350
1420912800;29.78;19.77;31.52;55;67;20
1420916400;29.61;21.29;32.29;61;41;340
1420920000;29.51;20.66;31.75;59;41;350
1420923600;29.36;21.32;32.00;62;41;340
1420927200;28.69;20.69;30.80;62;41;360
1420930800;28.14;21.19;30.40;66;31;340
1420934400;27.38;22.33;29.93;74;21;330
1420938000;26.81;23.68;29.58;83;21;340
1420941600;26.39;23.27;26.39;83;21;330
1420945200;26.23;23.11;26.23;83;1;0
1420948800;26.21;23.68;26.21;86;452;353
1420952400;26.06;23.73;26.06;87;454;353
1420956000;26.02;23.88;26.02;88;447;351
1420959600;25.94;23.80;26.89;88;442;348
1420963200;25.81;23.86;26.77;89;43;350
1420966800;25.73;23.78;26.68;89;409;350
1420970400;25.64;23.88;26.61;90;359;346
1420974000;25.81;22.70;26.61;83;15;330
1420977600;25.56;23.42;26.47;88;26;320
1420981200;26.02;22.91;26.02;83;15;320
1420984800;27.03;22.00;29.25;74;21;320
1420988400;28.60;21.62;31.24;66;15;40
1420992000;29.28;20.16;31.19;58;41;30
1420995600;30.00;19.98;31.89;55;41;30
1420999200;30.28;18.38;31.30;49;41;30
1421002800;30.39;19.74;32.18;53;51;340
1421006400;30.34;20.29;32.47;55;57;330
1421010000;30.44;20.38;32.65;55;82;20
1421013600;29.41;20.00;31.25;57;41;20
1421017200;28.81;21.57;31.48;65;41;20
1421020800;27.88;22.82;30.96;74;36;30
1421024400;27.65;22.37;30.36;73;26;20
1421028000;27.41;22.14;29.88;73;26;30
1421031600;26.82;22.66;29.18;78;15;330
1421035200;26.70;24.35;29.64;87;392;346
1421038800;26.44;24.29;26.44;88;375;345
1421042400;26.15;24.00;26.15;88;367;348
1421046000;26.01;24.05;26.01;89;367;349
1421049600;25.75;23.98;26.73;90;338;346
1421053200;25.69;23.93;26.66;90;322;343
1421056800;25.87;23.73;26.81;88;301;328
1421060400;25.74;23.60;26.67;88;1;0
1421064000;25.93;23.79;26.88;88;15;330
1421067600;26.38;23.26;26.38;83;21;320
1421071200;27.37;23.19;30.35;78;26;320
1421074800;28.60;21.62;31.24;66;41;20
1421078400;29.31;21.27;31.91;62;41;350
1421082000;29.79;20.92;32.25;59;41;320
1421085600;30.42;20.66;32.81;56;31;330
1421089200;30.54;21.34;33.45;58;46;320
1421092800;30.54;20.48;32.82;55;46;310
1421096400;30.61;21.40;33.59;58;51;310
1421100000;30.19;19.55;31.85;53;51;310
1421103600;29.21;20.10;31.07;58;51;320
1421107200;28.18;20.21;29.96;62;51;330
1421110800;27.74;22.68;30.66;74;41;330
1421114400;27.02;23.88;30.08;83;26;310
1421118000;26.87;23.33;29.54;81;31;320
1421121600;26.77;22.61;29.08;78;0;0
1421125200;26.60;23.47;26.60;83;0;0
1421128800;26.54;23.41;26.54;83;0;0
1421132400;26.26;23.14;26.26;83;0;0
1421136000;26.23;23.11;26.23;83;0;0
1421139600;26.18;23.06;26.18;83;0;0
1421143200;26.05;25.01;26.05;94;0;0
1421146800;26.02;23.69;26.02;87;1;0
1421150400;25.99;23.66;25.99;87;1;0
1421154000;26.58;23.85;26.58;85;0;0
1421157600;27.58;21.85;29.99;71;21;350
1421161200;29.00;22.00;32.01;66;31;360
1421164800;29.60;20.74;31.91;59;31;20
1421168400;29.85;21.52;32.74;61;41;20
1421172000;30.15;20.11;32.14;55;51;10
1421175600;30.32;20.27;32.44;55;62;360
1421179200;30.44;20.38;32.65;55;51;330
1421182800;30.49;20.13;32.54;54;62;320
1421186400;29.58;20.16;31.53;57;51;340
1421190000;28.75;20.75;30.91;62;41;330
1421193600;27.79;21.58;30.14;69;41;330
1421197200;27.32;21.83;29.61;72;41;310
1421200800;26.84;22.04;28.98;75;31;310
1421204400;26.42;22.69;26.42;80;36;320
1421208000;26.45;21.44;26.45;74;0;0
1421211600;26.41;21.40;26.41;74;0;0
1421215200;26.37;21.36;26.37;74;0;0
1421218800;26.31;21.31;26.31;74;0;0
1421222400;26.20;21.20;26.20;74;0;0
1421226000;25.95;21.82;25.95;78;0;0
1421229600;25.62;22.52;26.40;83;0;0
1421233200;25.54;23.02;26.40;86;15;330
1421236800;25.50;22.98;26.35;86;21;330
1421240400;26.00;22.28;26.00;80;15;320
1421244000;27.10;21.39;29.11;71;26;340
1421247600;28.71;21.73;31.45;66;36;330
1421251200;29.44;20.03;31.30;57;62;360
1421254800;29.55;19.56;31.15;55;0;0
1421258400;30.01;19.69;31.73;54;67;50
1421262000;30.46;18.87;31.75;50;46;320
1421265600;30.14;18.25;31.10;49;51;70
1421269200;30.16;18.91;31.45;51;51;20
1421272800;29.05;18.80;30.24;54;51;30
1421276400;28.22;20.51;30.15;63;31;290
1421280000;27.45;21.26;29.54;69;31;310
1421283600;26.98;22.82;29.51;78;21;330
1421287200;26.77;22.61;29.08;78;15;320
1421290800;26.52;22.37;26.52;78;0;0
1421294400;26.42;22.27;26.42;78;0;0
1421298000;26.22;23.10;26.22;83;15;290
1421301600;26.01;22.90;26.01;83;31;290
1421305200;25.90;21.77;26.58;78;0;0
1421308800;25.83;21.70;26.51;78;0;0
1421312400;25.57;22.47;26.35;83;0;0
1421316000;25.56;22.46;26.34;83;0;0
1421319600;25.37;23.24;26.26;88;0;0
1421323200;25.38;23.25;26.27;88;15;330
1421326800;25.89;22.78;26.70;83;1;0
1421330400;27.11;22.30;29.50;75;15;320
1421334000;28.49;22.25;31.49;69;21;320
1421337600;29.12;21.36;31.73;63;31;60
1421341200;29.74;20.59;31.98;58;36;50
1421344800;30.00;20.84;32.44;58;31;240
1421348400;30.07;18.51;31.15;50;31;320
1421352000;29.67;18.77;30.87;52;51;10
1421355600;29.79;18.25;30.74;50;51;30
1421359200;29.27;19.59;30.86;56;41;10
1421362800;28.52;20.27;30.38;61;51;30
1421366400;27.68;21.24;29.83;68;31;80
1421370000;27.38;21.19;29.41;69;36;320
1421373600;26.84;22.04;28.98;75;31;280
1421377200;26.61;22.25;26.61;77;31;260
1421380800;26.35;22.21;26.35;78;21;260
1421384400;26.29;22.15;26.29;78;0;0
1421388000;26.10;21.96;26.10;78;0;0
1421391600;25.92;23.97;26.89;89;409;340
1421395200;25.86;20.87;26.43;74;0;0
1421398800;26.10;19.97;26.10;69;0;0
1421402400;26.16;20.03;26.16;69;0;0
1421406000;25.96;22.85;25.96;83;26;330
1421409600;26.08;21.08;26.08;74;0;0
1421413200;26.46;22.10;26.46;77;26;330
1421416800;27.50;22.23;30.06;73;21;330
1421420400;28.38;22.14;31.27;69;26;340
1421424000;29.08;20.79;31.33;61;62;250
1421427600;29.51;19.81;31.25;56;77;20
1421431200;29.89;18.97;31.20;52;51;30
1421434800;29.95;18.72;31.13;51;51;320
1421438400;30.09;18.53;31.18;50;62;70
1421442000;29.76;20.61;32.01;58;41;330
1421445600;29.26;19.29;30.70;55;41;30
1421449200;28.60;20.34;30.51;61;51;30
1421452800;27.66;20.73;29.58;66;41;320
1421456400;27.14;22.97;29.85;78;26;320
1421460000;26.93;21.68;28.98;73;26;330
1421463600;26.70;22.33;28.86;77;26;330
1421467200;26.47;21.46;26.47;74;0;0
1421470800;26.28;22.14;26.28;78;0;0
1421474400;25.99;21.86;25.99;78;0;0
1421478000;25.91;21.78;26.59;78;0;0
1421481600;25.83;22.72;26.64;83;0;0
1421485200;25.78;22.67;26.58;83;0;0
1421488800;25.36;22.26;26.12;83;0;0
1421492400;25.53;22.03;26.25;81;26;320
1421496000;25.24;22.73;26.07;86;31;330
1421499600;25.98;22.47;25.98;81;31;320
1421503200;26.59;22.44;26.59;78;4;70
1421506800;26.39;23.27;26.39;83;51;80
1421510400;26.01;23.87;26.01;88;31;60
1421514000;27.30;23.13;30.20;78;41;320
1421517600;27.15;23.81;30.28;82;41;310
1421521200;27.24;24.10;30.61;83;62;320
1421524800;27.24;24.69;30.95;86;15;290
1421528400;27.13;23.17;29.93;79;21;10
1421532000;26.41;23.29;26.41;83;0;0
1421535600;26.19;23.66;26.19;86;15;310
1421539200;26.03;21.90;26.03;78;0;0
1421542800;25.37;23.97;26.36;92;5;0
1421546400;25.31;24.27;26.35;94;1;0
1421550000;25.48;23.35;26.38;88;21;320
1421553600;25.44;23.31;26.34;88;452;335
1421557200;25.35;24.31;26.40;94;0;0
1421560800;25.36;22.26;26.12;83;0;0
1421564400;25.28;22.18;26.03;83;0;0
1421568000;25.08;22.95;25.94;88;0;0
1421571600;25.09;22.96;25.95;88;0;0
1421575200;25.00;22.87;25.85;88;0;0
1421578800;24.78;23.39;25.72;92;0;0
1421582400;24.71;23.68;25.69;94;0;0
1421586000;24.94;23.55;25.89;92;0;0
1421589600;25.92;22.81;26.73;83;21;310
1421593200;27.31;22.04;29.69;73;26;320
1421596800;27.80;21.11;29.93;67;41;330
1421600400;28.51;19.72;30.10;59;62;350
1421604000;28.56;20.57;30.58;62;46;330
1421607600;28.88;18.35;29.87;53;62;360
1421611200;28.66;18.44;29.69;54;62;20
1421614800;28.45;19.11;29.76;57;57;20
1421618400;28.19;19.96;29.85;61;62;320
1421622000;27.36;20.45;29.09;66;57;310
1421625600;26.84;20.44;28.44;68;31;330
1421629200;26.17;20.95;26.17;73;41;330
1421632800;26.10;21.32;26.10;75;41;320
1421636400;25.61;21.70;26.29;79;41;290
1421640000;25.47;21.35;26.11;78;31;290
1421643600;25.35;21.24;25.98;78;0;0
1421647200;25.21;21.10;25.82;78;0;0
1421650800;25.20;21.09;25.81;78;0;0
1421654400;25.13;21.02;25.74;78;0;0
1421658000;25.10;20.99;25.70;78;0;0
1421661600;24.94;20.84;25.53;78;0;0
1421665200;24.96;21.87;25.68;83;15;330
1421668800;24.92;22.79;25.77;88;21;330
1421672400;25.32;22.22;26.07;83;26;330
1421676000;26.53;22.38;26.53;78;36;330
1421679600;27.71;20.53;29.55;65;41;350
1421683200;28.06;19.03;29.32;58;46;350
1421686800;28.87;18.63;29.98;54;62;10
1421690400;28.99;18.75;30.16;54;62;330
1421694000;29.22;17.73;29.95;50;62;330
1421697600;29.28;17.79;30.03;50;46;20
1421701200;28.89;18.05;29.76;52;51;20
1421704800;28.64;19.00;29.91;56;51;30
1421708400;28.13;19.37;29.53;59;46;30
1421712000;27.50;20.33;29.21;65;31;300
1421715600;27.02;21.31;28.97;71;31;310
1421719200;26.63;21.39;26.63;73;36;330
1421722800;26.50;21.04;26.50;72;31;330
1421726400;26.31;19.21;26.31;65;0;0
1421730000;26.14;19.05;26.14;65;0;0
1421733600;25.73;20.53;26.26;73;0;0
1421737200;25.56;20.36;26.08;73;0;0
1421740800;25.45;20.26;25.96;73;0;0
1421744400;25.17;21.06;25.78;78;0;0
1421748000;25.26;21.15;25.88;78;0;0
1421751600;25.11;21.62;25.79;81;15;330
1421755200;25.06;21.57;25.74;81;15;330
1421758800;25.44;21.74;26.13;80;15;340
1421762400;26.38;21.59;26.38;75;26;310
1421766000;28.24;20.01;29.93;61;62;20
1421769600;28.89;18.05;29.76;52;62;360
1421773200;29.17;18.91;30.42;54;62;20
1421776800;29.34;17.84;30.11;50;36;20
1421780400;29.68;18.47;30.73;51;46;340
1421784000;29.79;18.57;30.89;51;46;340
1421787600;29.38;19.11;30.73;54;51;320
1421791200;28.36;19.03;29.63;57;51;330
1421794800;27.57;20.40;29.32;65;26;330
1421798400;27.09;22.06;29.37;74;26;320
1421802000;26.60;21.80;26.60;75;31;360
1421805600;26.48;21.69;26.48;75;15;320
1421809200;26.20;21.42;26.20;75;15;320
1421812800;25.99;20.78;25.99;73;0;0
1421816400;25.67;21.55;26.33;78;0;0
1421820000;25.28;21.17;25.90;78;0;0
1421823600;24.94;21.85;25.66;83;0;0
1421827200;24.87;21.78;25.58;83;0;0
1421830800;25.01;20.91;25.60;78;0;0
1421834400;25.14;21.03;25.75;78;0;0
1421838000;24.98;22.09;25.73;84;1;0
1421841600;24.97;22.08;25.72;84;15;330
1421845200;25.32;21.82;26.02;81;15;300
1421848800;26.13;20.46;26.13;71;26;320
1421852400;27.69;19.75;29.20;62;41;330
1421856000;28.44;19.10;29.74;57;41;320
1421859600;28.40;20.42;30.32;62;41;50
1421863200;28.73;19.65;30.31;58;36;320
1421866800;29.01;18.76;30.19;54;36;360
1421870400;29.26;19.00;30.55;54;31;10
1421874000;29.28;19.01;30.58;54;26;300
1421877600;28.22;18.33;29.21;55;36;40
1421881200;27.76;19.55;29.20;61;41;30
1421884800;27.04;21.33;29.01;71;41;10
1421888400;26.91;21.21;28.78;71;41;20
1421892000;26.39;21.60;26.39;75;15;330
1421895600;26.05;21.49;26.05;76;15;320
1421899200;25.91;20.70;26.46;73;0;0
1421902800;25.65;21.53;26.31;78;0;0
1421906400;25.44;22.34;26.21;83;0;0
1421910000;25.31;22.21;26.06;83;0;0
1421913600;25.26;21.15;25.88;78;0;0
1421917200;25.23;21.12;25.85;78;0;0
1421920800;25.25;21.14;25.87;78;0;0
1421924400;25.15;21.66;25.84;81;1;0
1421928000;25.02;22.32;25.80;85;26;320
1421931600;25.29;21.79;25.99;81;31;330
1421935200;26.66;21.19;26.66;72;41;320
1421938800;27.34;21.62;29.54;71;36;330
1421942400;27.69;21.49;29.96;69;36;330
1421946000;28.59;20.60;30.63;62;62;350
1421949600;28.91;19.54;30.45;57;41;20
1421953200;28.31;22.55;31.43;71;51;30
1421953200;28.31;22.55;31.43;71;51;30
1421956800;27.72;23.32;31.01;77;36;60
1421960400;27.12;23.58;30.11;81;51;50
1421964000;27.26;22.87;30.00;77;41;50
1421967600;26.55;22.19;26.55;77;41;70
1421971200;26.31;21.08;26.31;73;0;0
1421974800;26.22;20.77;26.22;72;1;0
1421978400;25.82;22.31;26.57;81;0;0
1421982000;25.56;22.46;26.34;83;0;0
1421985600;25.47;21.35;26.11;78;0;0
1421989200;25.42;21.30;26.05;78;0;0
1421992800;25.21;21.10;25.82;78;0;0
1421996400;24.95;21.86;25.67;83;0;0
1422000000;24.87;21.78;25.58;83;0;0
1422003600;24.78;20.68;25.35;78;0;0
1422007200;24.77;20.67;25.34;78;0;0
1422010800;24.52;22.77;25.38;90;0;0
1422014400;24.57;22.82;25.43;90;0;0
1422018000;25.44;22.54;26.23;84;0;0
1422021600;26.89;22.08;29.07;75;0;0
1422025200;27.89;20.70;29.85;65;1;0
1422028800;28.19;20.48;30.10;63;31;30
1422032400;28.85;20.04;30.64;59;41;50
1422036000;29.26;20.96;31.65;61;51;60
1422039600;29.37;19.97;31.18;57;31;40
1422043200;29.38;20.53;31.52;59;21;30
1422046800;29.21;22.20;32.43;66;26;40
1422050400;28.41;22.41;31.48;70;21;330
1422054000;27.88;21.90;30.44;70;31;360
1422057600;27.67;20.74;29.59;66;21;330
1422061200;26.97;21.26;28.89;71;26;330
1422064800;26.40;21.61;26.40;75;21;330
1422068400;26.10;23.38;26.10;85;388;334
1422072000;25.97;20.76;25.97;73;0;0
1422075600;25.52;21.40;26.16;78;0;0
1422079200;25.33;21.22;25.96;78;0;0
1422082800;25.18;21.07;25.79;78;0;0
1422086400;24.89;23.14;25.78;90;408;339
1422090000;24.78;21.70;25.48;83;0;0
1422093600;24.81;21.73;25.51;83;0;0
1422097200;24.71;22.21;25.48;86;15;330
1422100800;24.61;22.49;25.42;88;1;0
1422104400;25.27;21.77;25.97;81;21;320
1422108000;26.58;20.89;26.58;71;26;320
1422111600;27.88;20.19;29.60;63;31;320
1422115200;28.43;20.45;30.37;62;36;330
1422118800;29.11;18.86;30.33;54;41;330
1422122400;29.33;19.64;30.96;56;51;360
1422126000;28.53;20.80;30.67;63;41;240
1422129600;27.96;21.26;30.21;67;1;0
1422133200;27.84;21.39;30.12;68;26;220
1422136800;26.97;22.16;29.23;75;1;0
1422140400;27.36;20.45;29.09;66;21;320
1422144000;26.81;21.79;28.84;74;21;320
1422147600;26.51;22.36;26.51;78;15;330
1422151200;25.91;21.14;26.51;75;21;320
1422154800;25.48;22.38;26.25;83;1;0
1422158400;25.48;20.29;25.99;73;0;0
1422162000;25.32;21.21;25.94;78;0;0
1422165600;25.23;21.12;25.85;78;0;0
1422169200;24.98;21.89;25.70;83;0;0
1422172800;24.92;21.83;25.63;83;0;0
1422176400;24.87;21.78;25.58;83;0;0
1422180000;24.78;21.70;25.48;83;0;0
1422183600;24.71;21.63;25.40;83;0;0
1422187200;24.84;22.34;25.63;86;0;0
1422190800;25.46;21.55;26.12;79;31;320
1422194400;26.94;21.24;28.84;71;31;320
1422198000;27.97;20.01;29.63;62;46;20
1422201600;28.70;18.48;29.75;54;62;340
1422205200;29.03;18.78;30.21;54;62;20
1422208800;29.02;18.77;30.20;54;41;20
1422212400;29.22;18.96;30.49;54;46;320
1422216000;29.19;19.23;30.59;55;51;360
1422219600;29.25;18.99;30.54;54;41;20
1422223200;28.41;19.35;29.82;58;46;330
1422226800;27.85;20.91;29.90;66;46;310
1422230400;27.09;22.06;29.37;74;26;330
1422234000;26.39;21.60;26.39;75;1;0
1422237600;26.23;21.45;26.23;75;1;0
1422241200;26.15;21.37;26.15;75;26;330
1422244800;26.18;20.05;26.18;69;0;0
1422248400;26.11;19.02;26.11;65;0;0
1422252000;25.91;18.83;26.25;65;0;0
1422255600;25.66;19.55;26.08;69;0;0
1422259200;25.52;19.42;25.93;69;0;0
1422262800;25.26;21.15;25.88;78;0;0
1422266400;25.06;21.97;25.79;83;0;0
1422270000;24.88;21.79;25.59;83;1;0
1422273600;24.89;21.80;25.60;83;21;340
1422277200;25.42;22.32;26.18;83;15;320
1422280800;26.27;20.59;26.27;71;31;340
1422284400;27.83;20.14;29.52;63;77;310
1422288000;28.51;19.17;29.85;57;72;340
1422291600;28.81;19.45;30.29;57;62;320
1422295200;29.21;18.95;30.48;54;67;350
1422298800;29.40;18.21;30.33;51;67;20
1422302400;29.65;17.80;30.40;49;57;320
1422306000;29.58;17.08;30.04;47;57;330
1422309600;28.35;18.45;29.38;55;41;340
1422313200;27.96;18.65;29.07;57;51;30
1422316800;27.11;20.93;28.95;69;36;10
1422320400;26.81;19.93;28.25;66;15;320
1422324000;26.28;21.05;26.28;73;1;0
1422327600;26.19;20.97;26.19;73;1;0
1422331200;25.91;20.70;26.46;73;0;0
1422334800;25.84;20.63;26.39;73;0;0
1422338400;25.62;20.42;26.14;73;0;0
1422342000;25.31;21.20;25.93;78;0;0
1422345600;25.37;21.26;26.00;78;0;0
1422349200;25.40;21.28;26.03;78;0;0
1422352800;25.31;19.22;25.70;69;0;0
1422356400;25.15;21.04;25.76;78;31;340
1422360000;24.82;21.34;25.47;81;26;320
1422363600;25.74;21.82;26.43;79;26;320
1422367200;26.54;21.30;26.54;73;51;30
1422370800;27.86;20.42;29.68;64;51;20
1422374400;28.86;18.92;30.10;55;72;320
1422378000;29.69;17.18;30.18;47;77;330
1422381600;29.78;16.92;30.16;46;67;350
1422385200;29.68;17.17;30.17;47;62;20
1422388800;29.64;15.74;29.62;43;51;20
1422392400;29.07;15.94;29.17;45;51;30
1422396000;28.56;18.64;29.67;55;62;330
1422399600;27.77;19.30;29.12;60;36;330
1422403200;27.02;20.61;28.72;68;21;320
1422406800;26.42;20.51;26.42;70;21;330
1422410400;26.27;21.05;26.27;73;15;240
1422414000;25.73;21.81;26.42;79;1;0
1422417600;25.64;23.31;26.53;87;434;338
1422421200;25.58;21.46;26.23;78;0;0
1422424800;25.45;21.33;26.09;78;0;0
1422428400;25.35;20.16;25.85;73;0;0
1422432000;25.22;20.04;25.70;73;0;0
1422435600;25.24;22.54;26.04;85;397;349
1422439200;25.15;19.97;25.63;73;0;0
